utterance_id,token_index,error_type,source_word,source_word_length,destination_word,destination_word_length
n000261-fn000685-61.6895-64.1430,4,insertion,<ins>,<ins>,voor,4
n000261-fn000685-66.2634-67.6690,0,substitution,en,2,een,3
n000261-fn000685-66.2634-67.6690,1,substitution,duur,4,buurvrouw,9
n000261-fn000685-66.2634-67.6690,2,substitution,artikelen,9,zeiken,6
n000261-fn000685-78.2878-80.7581,5,substitution,spullen,7,spoelen,7
n000261-fn000685-80.7581-81.4419,0,deletion,nieuw,5,<del>,<del>
n000261-fn000685-80.7581-81.4419,1,substitution,zijn,4,musea,5
n000261-fn000685-81.8857-83.0867,1,substitution,spullen,7,spoelen,7
n000261-fn000685-87.9972-90.7253,6,deletion,vra,3,<del>,<del>
n000261-fn000685-91.8225-94.7779,0,deletion,nooist,6,<del>,<del>
n000261-fn000685-91.8225-94.7779,1,substitution,de,2,mooiste,7
n000261-fn000685-91.8225-94.7779,4,substitution,je,2,u,1
n000261-fn000685-97.0685-99.3849,6,substitution,spullen,7,poeder,6
n000261-fn000685-99.3849-101.1639,1,insertion,<ins>,<ins>,in,2
n000261-fn000685-99.3849-101.1639,2,substitution,één,3,zei,3
n000261-fn000685-99.3849-101.1639,3,substitution,cd,2,de,2
n000261-fn000685-99.3849-101.1639,4,substitution,speel,5,spijt,5
n000262-fn000688-102.2813-103.3794,0,deletion,voor,4,<del>,<del>
n000262-fn000688-102.2813-103.3794,1,substitution,betaalt,7,voorbetaald,11
n000262-fn000688-109.9507-112.1966,1,substitution,één,3,een,3
n000262-fn000688-117.3044-119.9381,4,substitution,vi,2,via,3
n000262-fn000688-119.9381-121.8031,2,insertion,<ins>,<ins>,brief,5
n000262-fn000688-119.9381-121.8031,3,insertion,<ins>,<ins>,en,2
n000262-fn000688-119.9381-121.8031,4,substitution,brievenbus,10,bus,3
n000262-fn000688-122.4379-123.6561,2,substitution,één,3,in,2
n000262-fn000688-124.3682-126.1526,1,substitution,'s,2,s,1
n000262-fn000688-126.1526-127.4514,0,insertion,<ins>,<ins>,of,2
n000262-fn000688-127.4514-129.7338,4,insertion,<ins>,<ins>,in,2
n000262-fn000688-127.4514-129.7338,5,substitution,nederlan,8,nederland,9
n000262-fn000688-132.5472-135.1686,5,insertion,<ins>,<ins>,brief,5
n000262-fn000688-132.5472-135.1686,6,insertion,<ins>,<ins>,en,2
n000262-fn000688-132.5472-135.1686,7,substitution,brievenbus,10,post,4
n000262-fn000688-138.4872-139.4396,0,deletion,in,2,<del>,<del>
n000262-fn000688-138.4872-139.4396,1,substitution,één,3,name,4
n000262-fn000688-138.4872-139.4396,2,substitution,pakket,6,packet,6
n000262-fn000688-142.4683-143.3462,0,substitution,en,2,in,2
n000262-fn000688-143.3462-144.3585,0,substitution,jij,3,ik,2
n000262-fn000688-143.3462-144.3585,1,substitution,kunt,4,ont,3
n000262-fn000688-144.3585-146.6059,0,substitution,ze,2,zeg,3
n000262-fn000688-144.3585-146.6059,2,substitution,allerlei,8,alle,4
n000262-fn000688-144.3585-146.6059,3,substitution,dingen,6,leidingen,9
n000262-fn000688-146.6059-147.7762,0,insertion,<ins>,<ins>,hebben,6
n000262-fn000688-146.6059-147.7762,1,insertion,<ins>,<ins>,wij,3
n000262-fn000688-146.6059-147.7762,2,substitution,gebruiken,9,geen,4
n000262-fn000688-151.3108-151.8819,0,substitution,een,3,en,2
n000262-fn000688-151.3108-151.8819,1,substitution,gem,3,hem,3
n000262-fn000688-151.8819-153.9528,3,substitution,ene,3,een,3
n000262-fn000688-151.8819-153.9528,4,substitution,stad,4,staat,5
n000262-fn000688-153.9528-155.0631,1,substitution,één,3,een,3
n000262-fn000688-155.0631-157.3108,1,substitution,één,3,een,3
n000262-fn000688-16.7838-18.1074,0,substitution,veel,4,vier,4
n000262-fn000688-161.1838-164.0602,5,deletion,e,1,<del>,<del>
n000262-fn000688-166.0250-168.5631,2,substitution,e,1,is,2
n000262-fn000688-166.0250-168.5631,5,substitution,zorg,4,zorgt,5
n000262-fn000688-169.0264-171.6733,0,insertion,<ins>,<ins>,hoe,3
n000262-fn000688-169.0264-171.6733,1,substitution,goede,5,de,2
n000262-fn000688-175.1478-176.2664,0,substitution,en,2,in,2
n000262-fn000688-175.1478-176.2664,2,substitution,parken,6,parking,7
n000262-fn000688-186.1869-187.4879,0,deletion,voor,4,<del>,<del>
n000262-fn000688-186.1869-187.4879,1,deletion,veel,4,<del>,<del>
n000262-fn000688-186.1869-187.4879,2,deletion,dingen,6,<del>,<del>
n000262-fn000688-186.1869-187.4879,3,deletion,moet,4,<del>,<del>
n000262-fn000688-186.1869-187.4879,4,substitution,je,2,verfilming,10
n000262-fn000688-187.4879-189.4503,3,substitution,één,3,in,2
n000262-fn000688-187.4879-189.4503,4,substitution,balie,5,bali,4
n000262-fn000688-189.4503-190.5068,0,insertion,<ins>,<ins>,bij,3
n000262-fn000688-189.4503-190.5068,1,substitution,bijvoorbeeld,12,voorbaat,8
n000262-fn000688-19.6162-22.0033,0,substitution,hun,3,goeie,5
n000262-fn000688-19.6162-22.0033,3,substitution,hun,3,goeie,5
n000262-fn000688-198.6159-200.8229,0,deletion,meestal,7,<del>,<del>
n000262-fn000688-198.6159-200.8229,1,deletion,zijn,4,<del>,<del>
n000262-fn000688-198.6159-200.8229,2,substitution,er,2,mijn,4
n000262-fn000688-198.6159-200.8229,3,substitution,al,2,taal,4
n000262-fn000688-198.6159-200.8229,4,substitution,meer,4,is,2
n000262-fn000688-198.6159-200.8229,5,substitution,mensen,6,nederlands,10
n000262-fn000688-203.5950-205.0448,0,substitution,tot,3,toen,4
n000262-fn000688-205.5886-206.6456,0,substitution,jij,3,je,2
n000262-fn000688-206.6456-208.6513,3,substitution,andres,6,anders,6
n000262-fn000688-217.5371-220.0647,0,deletion,soms,4,<del>,<del>
n000262-fn000688-217.5371-220.0647,1,substitution,kun,3,zonder,6
n000262-fn000688-217.5371-220.0647,3,insertion,<ins>,<ins>,nummer,6
n000262-fn000688-217.5371-220.0647,4,substitution,nummertjes,10,te,2
n000262-fn000688-217.5371-220.0647,5,substitution,trekken,7,strekken,8
n000262-fn000688-22.9530-25.9387,0,substitution,één,3,in,2
n000262-fn000688-22.9530-25.9387,1,substitution,verjaardag,10,februari,8
n000262-fn000688-22.9530-25.9387,4,substitution,meestal,7,met,3
n000262-fn000688-22.9530-25.9387,5,substitution,thuis,5,staltaart,9
n000262-fn000688-224.2578-225.7848,1,substitution,aan,3,en,2
n000262-fn000688-224.2578-225.7848,3,substitution,beurt,5,deur,4
n000262-fn000688-226.9601-229.3293,1,deletion,eh,2,<del>,<del>
n000262-fn000688-226.9601-229.3293,2,substitution,de,2,het,3
n000262-fn000688-226.9601-229.3293,4,deletion,er,2,<del>,<del>
n000262-fn000688-231.9664-234.6859,0,substitution,kun,3,kon,3
n000262-fn000688-231.9664-234.6859,4,substitution,één,3,een,3
n000262-fn000688-231.9664-234.6859,5,substitution,boodschap,9,eenborstel,10
n000262-fn000688-241.5695-243.1514,0,substitution,één,3,een,3
n000262-fn000688-246.9604-248.9197,0,substitution,het,3,in,2
n000262-fn000688-246.9604-248.9197,2,deletion,heeft,5,<del>,<del>
n000262-fn000688-246.9604-248.9197,3,substitution,één,3,geef,4
n000262-fn000688-246.9604-248.9197,4,substitution,apa,3,een,3
n000262-fn000688-248.9197-250.3009,0,insertion,<ins>,<ins>,in,2
n000262-fn000688-248.9197-250.3009,1,substitution,één,3,een,3
n000262-fn000688-248.9197-250.3009,2,substitution,apart,5,paar,4
n000262-fn000688-25.9387-28.0937,2,substitution,gezin,5,gezien,6
n000262-fn000688-250.3009-251.1760,1,substitution,gezin,5,gezien,6
n000262-fn000688-251.6392-254.6076,0,substitution,één,3,een,3
n000262-fn000688-255.6060-258.2055,0,substitution,zij,3,ze,2
n000262-fn000688-260.2901-261.1428,1,substitution,familie,7,family,6
n000262-fn000688-262.6784-264.5720,1,deletion,n,1,<del>,<del>
n000262-fn000688-262.6784-264.5720,3,substitution,groter,6,grotere,7
n000262-fn000688-264.5720-265.9104,0,substitution,opa's,5,opas,4
n000262-fn000688-269.1331-271.1749,3,deletion,vooral,6,<del>,<del>
n000262-fn000688-269.1331-271.1749,4,substitution,de,2,vooraleer,9
n000262-fn000688-269.1331-271.1749,5,substitution,rela,4,dat,3
n000262-fn000688-271.1749-272.4875,1,substitution,relaties,8,relaxies,8
n000262-fn000688-28.0937-30.5387,1,substitution,één,3,een,3
n000262-fn000688-294.3256-296.0242,3,substitution,uitdrukking,11,uitdrukken,10
n000262-fn000688-296.0242-297.2200,0,insertion,<ins>,<ins>,auto,4
n000262-fn000688-296.0242-297.2200,1,substitution,uitdrukkingen,13,king,4
n000262-fn000688-302.2816-303.0570,0,insertion,<ins>,<ins>,bij,3
n000262-fn000688-302.2816-303.0570,1,substitution,bijvoorbeel,11,voorbaat,8
n000262-fn000688-310.2924-311.5020,0,deletion,hoe,3,<del>,<del>
n000262-fn000688-310.2924-311.5020,1,substitution,iets,4,goeie,5
n000262-fn000688-320.3502-322.7556,0,substitution,dichters,8,dichter,7
n000262-fn000688-324.2226-325.1320,0,substitution,één,3,een,3
n000262-fn000688-327.5889-330.0081,0,substitution,woorden,7,worden,6
n000262-fn000688-330.0081-331.7270,1,insertion,<ins>,<ins>,any,3
n000262-fn000688-330.0081-331.7270,2,substitution,één,3,day,3
n000262-fn000688-330.0081-331.7270,3,substitution,idee,4,of,2
n000262-fn000688-330.0081-331.7270,4,substitution,ies,3,this,4
n000262-fn000688-334.8929-336.9261,0,substitution,liedjes,7,lichaam,7
n000262-fn000688-334.8929-336.9261,3,substitution,gedichten,9,dieren,6
n000262-fn000688-337.3722-338.2901,1,deletion,vor,3,<del>,<del>
n000262-fn000688-337.3722-338.2901,2,substitution,is,2,voorins,7
n000262-fn000688-345.6232-346.9186,1,deletion,liedjes,7,<del>,<del>
n000262-fn000688-345.6232-346.9186,2,substitution,gaat,4,ieder,5
n000262-fn000688-345.6232-346.9186,3,substitution,he,2,geval,5
n000262-fn000688-347.4248-350.4188,5,substitution,de,2,te,2
n000262-fn000688-347.4248-350.4188,6,substitution,woorden,7,worden,6
n000262-fn000688-35.9421-37.1165,0,substitution,één,3,en,2
n000262-fn000688-354.1768-356.6419,3,substitution,belangrijk,10,verlengd,8
n000262-fn000688-362.5359-365.3733,0,substitution,onrijpe,7,ontreepen,9
n000262-fn000688-372.2226-373.9751,0,substitution,i,1,ik,2
n000262-fn000688-374.3730-376.4754,0,substitution,er,2,hij,3
n000262-fn000688-374.3730-376.4754,1,substitution,zit,3,ziet,4
n000262-fn000688-374.3730-376.4754,2,substitution,al,2,alleen,6
n000262-fn000688-374.3730-376.4754,3,substitution,één,3,een,3
n000262-fn000688-376.4754-377.6993,3,substitution,aut,3,auto,4
n000262-fn000688-382.0607-383.9138,3,insertion,<ins>,<ins>,is,2
n000262-fn000688-383.9138-386.0414,0,deletion,moet,4,<del>,<del>
n000262-fn000688-383.9138-386.0414,1,substitution,jij,3,muziek,6
n000262-fn000688-383.9138-386.0414,3,deletion,je,2,<del>,<del>
n000262-fn000688-386.0414-387.1857,1,substitution,letten,6,laten,5
n000262-fn000688-387.8634-389.6963,0,substitution,i,1,ik,2
n000262-fn000688-387.8634-389.6963,2,substitution,één,3,een,3
n000262-fn000688-389.6963-391.2092,0,substitution,trui,4,draai,5
n000262-fn000688-39.0757-40.5596,1,substitution,ze,2,zij,3
n000262-fn000688-392.2901-394.6698,0,substitution,het,3,ge,2
n000262-fn000688-395.2789-397.5695,0,substitution,die,3,de,2
n000262-fn000688-395.2789-397.5695,5,substitution,fiets,5,vis,3
n000262-fn000688-40.5596-43.0191,4,substitution,één,3,een,3
n000262-fn000688-401.4296-403.2264,2,substitution,cadeautjes,10,cadeaus,7
n000262-fn000688-407.4419-410.1786,4,substitution,half,4,twee,4
n000262-fn000688-407.4419-410.1786,5,substitution,drie,4,dertig,6
n000262-fn000688-411.9235-413.5792,0,insertion,<ins>,<ins>,het,3
n000262-fn000688-411.9235-413.5792,1,insertion,<ins>,<ins>,al,2
n000262-fn000688-411.9235-413.5792,2,insertion,<ins>,<ins>,had,3
n000262-fn000688-411.9235-413.5792,3,substitution,etalage,7,je,2
n000262-fn000688-411.9235-413.5792,4,substitution,te,2,het,3
n000262-fn000688-411.9235-413.5792,5,substitution,zetten,6,gezegd,6
n000262-fn000688-414.2569-416.7706,4,substitution,contra,6,contract,8
n000262-fn000688-416.7706-418.5497,0,substitution,contractuel,11,contractueel,12
n000262-fn000688-416.7706-418.5497,1,substitution,verplicht,9,verpleeg,8
n000262-fn000688-419.0034-420.7288,0,deletion,pre,3,<del>,<del>
n000262-fn000688-419.0034-420.7288,1,substitution,verplichtinggen,15,verplichtingen,14
n000262-fn000688-421.3722-422.4047,1,substitution,te,2,de,2
n000262-fn000688-421.3722-422.4047,2,substitution,komen,5,koude,5
n000262-fn000688-422.9452-425.1588,2,substitution,rust,4,roos,4
n000262-fn000688-422.9452-425.1588,3,substitution,één,3,een,3
n000262-fn000688-426.3513-427.9727,3,substitution,één,3,en,2
n000262-fn000688-426.3513-427.9727,4,substitution,dutje,5,doet,4
n000262-fn000688-428.7877-430.3696,2,substitution,tracht,6,draagt,6
n000262-fn000688-430.9186-432.9086,1,substitution,n,1,een,3
n000262-fn000688-434.3673-436.7899,0,substitution,kuilen,6,keilen,6
n000262-fn000688-437.8194-439.4739,1,substitution,huiseigenaar,12,huisgenaar,10
n000262-fn000688-450.8918-452.8821,0,insertion,<ins>,<ins>,die,3
n000262-fn000688-450.8918-452.8821,1,substitution,vitrage,7,drager,6
n000262-fn000688-450.8918-452.8821,3,insertion,<ins>,<ins>,geel,4
n000262-fn000688-450.8918-452.8821,4,substitution,heel,4,of,2
n000262-fn000688-450.8918-452.8821,5,substitution,ouderwe,7,de,2
n000262-fn000688-453.5546-454.6098,0,substitution,ouderwets,9,auwervet,8
n000262-fn000688-454.6098-457.0977,1,substitution,past,4,pas,3
n000262-fn000688-454.6098-457.0977,4,substitution,één,3,je,2
n000262-fn000688-454.6098-457.0977,5,substitution,modern,6,moderne,7
n000262-fn000688-457.6896-458.6505,1,substitution,nederlandse,11,nederland,9
n000262-fn000688-459.0656-461.3694,0,substitution,gulden,6,golden,6
n000262-fn000688-459.0656-461.3694,2,substitution,allang,6,alleen,6
n000262-fn000688-459.0656-461.3694,4,substitution,har,3,hard,4
n000262-fn000688-465.0913-467.9279,0,insertion,<ins>,<ins>,ik,2
n000262-fn000688-465.0913-467.9279,1,insertion,<ins>,<ins>,weet,4
n000262-fn000688-465.0913-467.9279,2,insertion,<ins>,<ins>,dat,3
n000262-fn000688-465.0913-467.9279,3,substitution,één,3,je,2
n000262-fn000688-465.0913-467.9279,4,substitution,bekertje,8,warm,4
n000262-fn000688-465.0913-467.9279,5,substitution,warme,5,met,3
n000262-fn000688-467.9279-468.8518,0,substitution,wel,3,ben,3
n000262-fn000688-467.9279-468.8518,1,substitution,lusten,6,loesten,7
n000262-fn000688-469.3837-470.7791,1,substitution,jouw,4,jou,3
n000262-fn000688-469.3837-470.7791,2,substitution,gezeur,6,gesleurd,8
n000262-fn000688-470.7791-473.0439,1,substitution,we,2,wij,3
n000262-fn000688-476.2129-478.0843,1,substitution,één,3,een,3
n000262-fn000688-478.0843-480.4028,1,substitution,erbij,5,bij,3
n000262-fn000688-478.0843-480.4028,4,insertion,<ins>,<ins>,een,3
n000262-fn000688-478.0843-480.4028,5,substitution,genoeg,6,hoek,4
n000262-fn000688-48.9781-51.5915,0,substitution,heleboel,8,helemaal,8
n000262-fn000688-481.2521-483.4345,1,insertion,<ins>,<ins>,de,2
n000262-fn000688-481.2521-483.4345,2,insertion,<ins>,<ins>,trein,5
n000262-fn000688-481.2521-483.4345,3,substitution,berguimte,9,te,2
n000262-fn000688-488.1786-490.4950,0,deletion,één,3,<del>,<del>
n000262-fn000688-488.1786-490.4950,1,substitution,foutje,6,eenvoudige,10
n000262-fn000688-490.4950-492.3770,0,substitution,heeft,5,gevenheid,9
n000262-fn000688-490.4950-492.3770,1,substitution,het,3,is,2
n000262-fn000688-490.4950-492.3770,2,substitution,schip,5,goed,4
n000262-fn000688-492.8575-493.8440,0,substitution,kapseizen,9,katseizen,9
n000262-fn000688-496.1637-498.1376,0,insertion,<ins>,<ins>,hij,3
n000262-fn000688-496.1637-498.1376,1,substitution,gelokt,6,loopt,5
n000262-fn000688-496.1637-498.1376,3,substitution,ene,3,een,3
n000262-fn000688-498.1376-499.9127,0,deletion,kaas,4,<del>,<del>
n000262-fn000688-498.1376-499.9127,1,deletion,liep,4,<del>,<del>
n000262-fn000688-498.1376-499.9127,2,substitution,het,3,liefhet,7
n000262-fn000688-498.1376-499.9127,3,substitution,muisje,6,meisje,6
n000262-fn000688-499.9127-501.3916,0,substitution,keurin,6,keuring,7
n000262-fn000688-502.3524-505.0290,1,substitution,ziet,4,is,2
n000262-fn000688-502.3524-505.0290,2,substitution,er,2,hier,4
n000262-fn000688-502.3524-505.0290,4,substitution,uit,3,oud,3
n000262-fn000688-509.5792-510.9861,0,substitution,na,2,naar,4
n000262-fn000688-511.5352-513.2200,0,deletion,l,1,<del>,<del>
n000262-fn000688-511.5352-513.2200,1,substitution,lekkage,7,lekker,6
n000262-fn000688-513.6747-515.8623,0,deletion,was,3,<del>,<del>
n000262-fn000688-513.6747-515.8623,1,substitution,het,3,wat,3
n000262-fn000688-513.6747-515.8623,2,substitution,dure,4,gebeurt,7
n000262-fn000688-513.6747-515.8623,3,substitution,behang,6,er,2
n000262-fn000688-515.8623-517.9641,0,substitution,aan,3,een,3
n000262-fn000688-515.8623-517.9641,1,substitution,vervalgin,9,verjaardag,10
n000262-fn000688-515.8623-517.9641,2,substitution,toe,3,doen,4
n000262-fn000688-518.8940-521.7508,0,substitution,geduldig,8,geduidelijk,11
n000262-fn000688-52.0937-53.2604,1,insertion,<ins>,<ins>,is,2
n000262-fn000688-52.0937-53.2604,2,insertion,<ins>,<ins>,te,2
n000262-fn000688-52.0937-53.2604,3,substitution,betekent,8,gek,3
n000262-fn000688-528.1883-530.5046,0,substitution,één,3,een,3
n000262-fn000688-528.1883-530.5046,2,deletion,m,1,<del>,<del>
n000262-fn000688-53.2604-54.9161,0,substitution,da,2,daar,4
n000262-fn000688-534.2055-535.6982,1,substitution,socialiese,10,sociale,7
n000262-fn000688-535.6982-536.6109,1,substitution,socialieste,11,socialiste,10
n000262-fn000688-537.1342-539.5176,1,insertion,<ins>,<ins>,museum,6
n000262-fn000688-537.1342-539.5176,2,substitution,moest,5,is,2
n000262-fn000688-537.1342-539.5176,3,substitution,zijn,4,waar,4
n000262-fn000688-537.1342-539.5176,4,substitution,zwaarste,8,ze,2
n000262-fn000688-541.8784-544.7299,3,substitution,flatje,6,flesje,6
n000262-fn000688-541.8784-544.7299,4,substitution,huren,5,horen,5
n000262-fn000688-545.3476-547.9212,1,deletion,zij,3,<del>,<del>
n000262-fn000688-545.3476-547.9212,2,substitution,één,3,ze,2
n000262-fn000688-545.3476-547.9212,3,substitution,leuk,4,een,3
n000262-fn000688-545.3476-547.9212,4,substitution,huis,4,leeuwenhuis,11
n000262-fn000688-548.4960-550.2189,1,substitution,beurs,5,bus,3
n000262-fn000688-55.3622-57.3341,0,substitution,niet,4,ik,2
n000262-fn000688-55.3622-57.3341,1,substitution,kunt,4,kan,3
n000262-fn000688-552.6344-554.7791,0,deletion,negentien,9,<del>,<del>
n000262-fn000688-552.6344-554.7791,1,deletion,vier,4,<del>,<del>
n000262-fn000688-552.6344-554.7791,2,deletion,en,2,<del>,<del>
n000262-fn000688-552.6344-554.7791,3,substitution,negentig,8,duizendnegenhonderdviernnegentig,32
n000262-fn000688-554.7791-556.7899,0,substitution,uit,3,hou,3
n000262-fn000688-560.7963-563.6392,2,deletion,outges,6,<del>,<del>
n000262-fn000688-560.7963-563.6392,3,substitution,tippeld,7,uitgestippeld,13
n000262-fn000688-57.3341-58.4626,0,insertion,<ins>,<ins>,of,2
n000262-fn000688-57.3341-58.4626,1,substitution,over,4,er,2
n000262-fn000688-57.3341-58.4626,2,substitution,één,3,een,3
n000262-fn000688-58.4626-59.5264,0,substitution,lagere,6,lager,5
n000262-fn000688-64.0508-65.6379,0,deletion,voor,4,<del>,<del>
n000262-fn000688-64.0508-65.6379,1,substitution,groenten,8,vergronden,10
n000262-fn000688-64.0508-65.6379,3,substitution,fruit,5,vrij,4
n000262-fn000688-66.1784-68.4294,5,substitution,groo,4,groot,5
n000262-fn000688-70.8141-72.7960,0,insertion,<ins>,<ins>,met,3
n000262-fn000688-70.8141-72.7960,1,substitution,betaal,6,talijns,7
n000262-fn000688-70.8141-72.7960,3,substitution,gewoon,6,woon,4
n000262-fn000688-72.7960-74.3521,1,substitution,erop,4,er,2
n000262-fn000688-72.7960-74.3521,2,substitution,e,1,op,2
n000262-fn000688-74.3521-76.3207,0,substitution,of,2,op,2
n000262-fn000688-82.0937-85.0007,5,insertion,<ins>,<ins>,is,2
n000262-fn000688-82.0937-85.0007,6,substitution,spullen,7,polen,5
n000262-fn000688-82.0937-85.0007,10,substitution,za,2,zijn,4
n000262-fn000688-85.0007-86.2664,0,substitution,nieuw,5,new,3
n000262-fn000688-85.0007-86.2664,1,substitution,nieuw,5,new,3
n000262-fn000688-85.0007-86.2664,2,substitution,zijn,4,sign,4
n000262-fn000688-86.7897-88.2224,0,insertion,<ins>,<ins>,tweedehands,11
n000262-fn000688-86.7897-88.2224,1,substitution,tweedehandse,12,is,2
n000262-fn000688-86.7897-88.2224,2,substitution,spullen,7,polen,5
n000262-fn000688-88.2224-90.5044,3,substitution,juis,4,juist,5
n000262-fn000688-90.5044-92.6438,0,substitution,heel,4,geen,4
n000262-fn000688-90.5044-92.6438,1,substitution,normaals,8,normaal,7
n000262-fn000688-97.3365-98.6867,2,insertion,<ins>,<ins>,frak,4
n000262-fn000688-97.3365-98.6867,3,substitution,vraagprijs,10,prijs,5
n000262-fn000688-99.4503-102.2813,0,substitution,nooit,5,negen,5
n000262-fn000688-99.4503-102.2813,6,substitution,ech,3,echt,4
n000263-fn000691-108.1924-109.9427,0,substitution,nooit,5,negen,5
n000263-fn000691-108.1924-109.9427,4,deletion,je,2,<del>,<del>
n000263-fn000691-109.9427-111.5449,2,substitution,betaalt,7,betaald,7
n000263-fn000691-111.5449-114.0081,2,insertion,<ins>,<ins>,uit,3
n000263-fn000691-111.5449-114.0081,3,substitution,eetet,5,dat,3
n000263-fn000691-114.6538-117.2496,3,substitution,er,2,en,2
n000263-fn000691-128.7949-130.9484,5,deletion,'s,2,<del>,<del>
n000263-fn000691-128.7949-130.9484,6,deletion,avon,4,<del>,<del>
n000263-fn000691-130.9484-133.4235,0,substitution,'s,2,s,1
n000263-fn000691-150.1246-151.3920,0,substitution,soorten,7,sorte,5
n000263-fn000691-150.1246-151.3920,1,substitution,maten,5,matte,5
n000263-fn000691-160.7875-162.9397,0,insertion,<ins>,<ins>,en,2
n000263-fn000691-160.7875-162.9397,1,substitution,een,3,de,2
n000263-fn000691-163.7169-165.5344,0,substitution,stad,4,staat,5
n000263-fn000691-165.5344-168.4788,4,substitution,dorpje,6,dorpjes,7
n000263-fn000691-171.1213-172.1948,0,substitution,ambiet,6,ambit,5
n000263-fn000691-172.1948-175.0671,0,substitution,ambietenaren,12,aanbieder,9
n000263-fn000691-183.8049-185.5028,0,substitution,houdt,5,hou,3
n000263-fn000691-183.8049-185.5028,2,substitution,stad,4,straat,6
n000263-fn000691-185.5028-187.7866,1,substitution,zorg,4,zorgt,5
n000263-fn000691-185.5028-187.7866,2,substitution,vo,2,voor,4
n000263-fn000691-188.6236-189.9508,0,insertion,<ins>,<ins>,staat,5
n000263-fn000691-188.6236-189.9508,1,substitution,stadten,7,er,2
n000263-fn000691-188.6236-189.9508,2,substitution,en,2,in,2
n000263-fn000691-199.0647-200.6669,0,substitution,voldoende,9,voordoende,10
n000263-fn000691-199.0647-200.6669,2,deletion,i,1,<del>,<del>
n000263-fn000691-208.1207-210.9113,6,substitution,balie,5,wal,3
n000263-fn000691-21.3058-24.1407,0,substitution,een,3,en,2
n000263-fn000691-223.2914-224.0088,0,substitution,enne,4,en,2
n000263-fn000691-224.5349-226.3643,0,substitution,moet,4,moeten,6
n000263-fn000691-227.4331-230.0039,6,substitution,ben,3,bent,4
n000263-fn000691-24.5758-26.7639,1,substitution,heel,4,hel,3
n000263-fn000691-24.5758-26.7639,2,substitution,gezin,5,gezien,6
n000263-fn000691-241.7741-242.8861,0,substitution,minuutje,8,minutje,7
n000263-fn000691-242.8861-244.9832,0,insertion,<ins>,<ins>,trekker,7
n000263-fn000691-242.8861-244.9832,1,substitution,trekken,7,nummer,6
n000263-fn000691-242.8861-244.9832,2,substitution,nummertje,9,vier,4
n000263-fn000691-242.8861-244.9832,3,substitution,trekken,7,trekker,7
n000263-fn000691-244.9832-246.5496,0,substitution,uit,3,hij,3
n000263-fn000691-244.9832-246.5496,1,substitution,de,2,doet,4
n000263-fn000691-244.9832-246.5496,2,substitution,aparte,6,apart,5
n000263-fn000691-247.3507-248.1040,0,substitution,apparaat,8,apparaten,9
n000263-fn000691-251.3332-251.9166,0,substitution,je,2,ja,2
n000263-fn000691-252.4828-255.3186,0,deletion,en,2,<del>,<del>
n000263-fn000691-252.4828-255.3186,1,substitution,kun,3,een,3
n000263-fn000691-252.4828-255.3186,2,substitution,je,2,koe,3
n000263-fn000691-256.6698-258.7981,2,insertion,<ins>,<ins>,nummer,6
n000263-fn000691-256.6698-258.7981,3,substitution,nummertje,9,je,2
n000263-fn000691-262.7246-265.2313,1,substitution,jou,3,jouw,4
n000263-fn000691-268.0933-269.5686,1,insertion,<ins>,<ins>,boodschap,9
n000263-fn000691-268.0933-269.5686,2,substitution,boodschapge,11,gaat,4
n000263-fn000691-27.6009-29.6933,1,substitution,één,3,een,3
n000263-fn000691-279.6171-282.1413,2,substitution,heeft,5,geeft,5
n000263-fn000691-282.1413-283.2281,1,substitution,gezin,5,gezien,6
n000263-fn000691-283.2281-284.0770,0,substitution,een,3,en,2
n000263-fn000691-286.1622-288.4340,0,substitution,gezin,5,gezien,6
n000263-fn000691-286.1622-288.4340,2,substitution,uit,3,oude,4
n000263-fn000691-288.4340-289.7612,0,insertion,<ins>,<ins>,en,2
n000263-fn000691-288.4340-289.7612,1,substitution,enne,4,de,2
n000263-fn000691-296.5643-298.6567,0,substitution,groter,6,grote,5
n000263-fn000691-296.5643-298.6567,1,substitution,opa's,5,oppas,5
n000263-fn000691-296.5643-298.6567,3,substitution,oma's,5,onmas,5
n000263-fn000691-300.0437-300.8448,0,substitution,ooms,4,oms,3
n000263-fn000691-304.3648-306.3855,3,insertion,<ins>,<ins>,er,2
n000263-fn000691-316.2952-318.1365,0,deletion,ne,2,<del>,<del>
n000263-fn000691-320.8747-322.4649,1,substitution,verandert,9,veranderd,9
n000263-fn000691-322.4649-323.4215,0,substitution,en,2,in,2
n000263-fn000691-323.4215-324.2704,0,substitution,helem,5,helm,4
n000263-fn000691-332.7056-335.4236,1,substitution,zij,3,zijn,4
n000263-fn000691-348.6474-351.0320,1,substitution,iets,4,is,2
n000263-fn000691-348.6474-351.0320,2,substitution,zal,3,zou,3
n000263-fn000691-360.0298-361.3242,0,insertion,<ins>,<ins>,dicht,5
n000263-fn000691-360.0298-361.3242,1,substitution,dichter,7,te,2
n000263-fn000691-360.0298-361.3242,2,substitution,vertellen,9,vertalen,8
n000263-fn000691-364.7917-366.0950,0,substitution,een,3,en,2
n000263-fn000691-369.3400-372.0303,0,substitution,einige,6,enige,5
n000263-fn000691-372.0303-373.9315,0,deletion,uit,3,<del>,<del>
n000263-fn000691-372.0303-373.9315,1,substitution,drukken,7,uitdrukken,10
